mat_number;supplier_item_number;supplier_id;quantity_amount;price_unit;amount
MAT01727138;636-981-015-130R121;7300090;0;0;4.18
MAT01727138;636-981-015-130R121;7300090;10;0;4.01
MAT01727942;3-643814-6;7300090;0;0;0.16
MAT01728905;654-MS3102E22-14S;7300090;0;0;25.8
MAT01729487;571-11782883;7300090;0;0;0.37
MAT01729487;571-11782883;7300090;25;0;0.349
MAT01729487;571-11782883;7300090;50;0;0.315
MAT01730307;568-NC3FXX;7300090;0;0;2.95
MAT01731813;571-14807070;7300090;0;0;0.24
MAT01731900;571-1-1903130-4;7300090;0;0;0.49
MAT01731900;571-1-1903130-4;7300090;100;0;0.417
MAT01735288;538-39-01-4043;7300090;0;0;0.55
MAT01735302;571-963208-1;7300090;0;0;0.43
MAT01737034;534-952;7300090;0;0;3.2
MAT01737034;534-952;7300090;10;0;3.2
MAT01737034;534-952;7300090;100;0;2.77
MAT01737115;571-1-968851-3-CT (Herst. Teilenr.: 1-96;7300090;0;0;0.29
MAT01738394;571-1782895 (Herst. Teilenr.: 178289-5;7300090;0;0;0.92
MAT01738394;571-1782895 (Herst. Teilenr.: 178289-5;7300090;25;0;0.898
MAT01738394;571-1782895 (Herst. Teilenr.: 178289-5;7300090;50;0;0.865
MAT01741005;0022013047;7300090;0;0;0.11
MAT01741007;538-39-01-2060;7300090;0;0;0.23
MAT01741552;571-1670865-1;7300090;0;0;0.98
MAT01742334;571-908001;7300090;0;0;176.85
MAT01742487;656-FI-C3-A1-15000;7300090;0;1000;0.03
MAT01742791;167-BNI12FBF12ASCPG9;7300090;0;0;20.5
MAT01742980;538-83424-9014;7300090;0;0;16.36
MAT01742980;538-83424-9014;7300090;10;0;15.19
MAT01742980;538-83424-9014;7300090;50;0;13.25
MAT01743069;NC3MD-LX;7300090;0;0;3.1
MAT01743571;571-666834;7300090;0;0;0.31
MAT01743571;571-666834;7300090;100;0;0.243
MAT01743571;571-666834;7300090;1000;0;0.175
MAT01744483;571-2170185-1;7300090;0;0;5.69
MAT01744483;571-2170185-1;7300090;500;0;3.79
MAT01744988;172767-0008;7300090;0;0;0.64
MAT01745093;538-33482-3601;7300090;0;0;2.05
MAT01745093;538-33482-3601;7300090;10;0;1.9
MAT01745093;538-33482-3601;7300090;100;0;1.64
MAT01745358;571-W4S-P012;7300090;0;0;0.31
MAT01745543;538-172709-0004;7300090;0;0;0.23
MAT01745871;798-HR2212TPD20S73;7300090;0;0;43.36
MAT01746363;538-50-84-1065;7300090;0;0;0.36
MAT01746363;538-50-84-1065;7300090;250;0;0.042
MAT01746363;538-50-84-1065;7300090;500;0;0.286
MAT01747243;571-1747501-2;7300090;0;0;0.6
MAT01747801;86303425LF;7300090;0;0;0.68
MAT01748051;654-MS24M23F;7300090;0;0;1.22
MAT01748103;1510AH;7300090;0;0;2.17
MAT01748464;654-PT06A-14-12S-SR;7300090;0;0;38.41
MAT01748485;1873391;7300090;0;0;8.06
MAT01748485;1873391;7300090;10;0;7.83
MAT01748485;1873391;7300090;50;0;7.32
MAT01748649;571-HD36-24-23PN-059;7300090;0;0;43.06
MAT01748820;132C11019X;7300090;0;0;3.04
MAT01748897;836-2603;7300090;0;100;10.8
MAT01749171;517-3357-9209;7300090;0;0;5.98
MAT01749425;644-PMNF6-5R-L;7300090;0;0;2.2
MAT01749429;798-HR10A-7P-6PC73;7300090;0;0;11.36
MAT01749881;571-1939991-2;7300090;0;0;0.13
MAT01750309;806-KPPX-4P;7300090;0;0;2.77
MAT01750581;164A10029X;7300090;0;0;6.98
MAT01750583;DB5W5SA00LF;7300090;0;0;1.85
MAT01750606;571-1-350779-9;7300090;0;0;0.3
MAT01750606;571-1-350779-9;7300090;100;0;0.264
MAT01750606;571-1-350779-9;7300090;500;0;0.252
MAT01750739;538-87421-0000-CT;7300090;0;100;2.3
MAT01750929;5-747912-2;7300090;0;0;3.61
MAT01751301;279-ER741K2JT;7300090;0;0;0.81
MAT01751301;279-ER741K2JT;7300090;10;0;0.599
MAT01751301;279-ER741K2JT;7300090;100;0;0.414
MAT01751968;571-2345832-2;7300090;0;0;15.46
MAT01752012;UT001619SH;7300090;0;0;16.56
MAT01752015;350561-3;7300090;0;1000;39
MAT01752015;350561-3;7300090;7000;1000;0.039
MAT01752015;350561-3;7300090;14000;1000;0.038
MAT01752143;829-15304732-R;7300090;0;0;0.05
MAT01752273;571-1871303-1;7300090;0;0;0.08
MAT01752367;172708-0102;7300090;0;100;23.9
MAT01752574;798-HR2212WTPA20S73;7300090;10;0;53.8
MAT01752574;798-HR2212WTPA20S73;7300090;25;0;52.12
MAT01752574;798-HR2212WTPA20S73;7300090;0;0;57.16
MAT01752605;571-1318105-1-CT;7300090;0;0;0.1
MAT01752605;571-1318105-1-CT;7300090;100;0;0.098
MAT01752681;UT0W71210SH6;7300090;0;0;29.29
MAT01752739;649-UT018JCL;7300090;0;0;36.46
MAT01752740;649-UT014JCL;7300090;0;0;18.7
MAT01752784;47320000;7300090;0;0;6.97
MAT01753291;43640-0201;7300090;0;0;0.26
MAT01753376;571-102095-3-MR;7300090;0;1000;191
MAT01754100;538-172708-0004;7300090;0;0;0.42
MAT01754136;538-172063-0312;7300090;0;0;0.31
MAT01754150;538-172709-2002;7300090;100;0;0.123
MAT01754150;538-172709-2002;7300090;0;0;0.21
MAT01754150;538-172709-2002;7300090;10;0;0.17
MAT01754196;654-MS34204;7300090;0;0;1.56
MAT01754211;571-2305570-1;7300090;0;0;185
MAT01754308;538-106115-1106;7300090;0;0;21.39
MAT01754473;1028-017-0005;7300090;0;0;5
MAT01754497;PXF6050B;7300090;0;0;42.41
MAT01754890;654-HVSL1000083A035;7300090;0;0;155.76
MAT01754894;571-DT06-08SA-C017;7300090;0;0;5.95
MAT01755001;22012051;7300090;0;0;0.29
MAT01755037;PL282X-301-50-5;7300090;0;0;149.05
MAT01755638;566-0906UMC201;7300090;0;0;50.01
MAT01755638;566-0906UMC201;7300090;5;0;47.47
MAT01755638;566-0906UMC201;7300090;100;0;40.3
MAT01756208;538-105415-0002;7300090;2000;100;174
MAT01756208;538-105415-0002;7300090;0;100;10.7
MAT01756208;538-105415-0002;7300090;1000;100;95
MAT01757248;178289-4;7300090;100;0;0.867
MAT01757248;178289-4;7300090;0;0;1.37
MAT01757248;178289-4;7300090;10;0;1.14
MAT01757401;60413-1 (Cut Strip);7300090;0;0;0.188
MAT01757425;1-967590-1;7300090;0;0;0.188
MAT01757427;64319-1211;7300090;0;0;10.66
MAT01757733;538-39-01-4020;7300090;0;0;0.196
MAT01723673;42817-0042;7300090;0;0;1.66
MAT01725971;571-16405505;7300090;10;100;1.14
MAT01725971;571-16405505;7300090;0;100;18
MAT01727179;829-15326427;7300090;0;100;26.2
MAT01727753;829-15304720;7300090;0;100;20.6
MAT01731937;538-54280-0809;7300090;0;100;25.98
MAT01736375;571-1318986-6;7300090;0;0;1.87
MAT01740371;571-1734372-1;7300090;0;0;0.99
MAT01740992;39-01-2125;7300090;0;0;0.38
MAT01741009;0022013037;7300090;0;0;0.06
MAT01741450;1-968855-3;7300090;0;0;0.12
MAT01742062;105300-1200 (Mouser Reel);7300090;0;0;0.12
MAT01742676;206966-9;7300090;0;0;3.3
MAT01742679;213605-1;7300090;0;0;0.16
MAT01742958;654-MS3108A18-1S;7300090;0;0;30.28
MAT0174319;571-1534809-1;7300090;0;0;9.77
MAT01743513;538-02-09-1104;7300090;0;0;0.13
MAT01743779;Amphenol RT00128PNH-K;7300090;0;0;13.68
MAT01743779;Amphenol RT00128PNH-K;7300090;10;0;12.7
MAT01743779;Amphenol RT00128PNH-K;7300090;100;0;9.77
MAT01744016;538-501334-0100;7300090;0;0;0.06
MAT01744166;538-19-09-2157;7300090;0;0;0.94
MAT01744510;561618081;7300090;0;1000;68.28
MAT01745537;C016 20H003 110 12;7300090;0;0;9.83
MAT01745537;C016 20H003 110 12;7300090;10;0;8.97
MAT01745537;C016 20H003 110 12;7300090;25;0;8.74
MAT01745666;571-293737-1;7300090;0;0;2.56
MAT01746365;538-02-08-2004;7300090;0;0;0.03
MAT01746365;538-02-08-2004;7300090;250;0;0.031
MAT01747919;798-MDF97-22SC;7300090;0;0;0.24
MAT01748045;16020087;7300090;0;0;0.08
MAT01748047;16020087;7300090;0;0;0.08
MAT01748156;654-SP24W1F;7300090;0;0;0.44
MAT01748156;654-SP24W1F;7300090;10;0;0.394
MAT01748156;654-SP24W1F;7300090;100;0;0.34
MAT01748291;43645-0900;7300090;0;0;1.12
MAT01748420;602-5108C-100;7300090;0;0;21.88
MAT01748904;571-2-1747276-3;7300090;0;0;1.27
MAT01748925;523-17E-1725-2;7300090;0;0;5.47
MAT01748934;649-UT012AD;7300090;0;0;15.15
MAT01748934;649-UT012AD;7300090;5;0;14.62
MAT01748934;649-UT012AD;7300090;10;0;14.07
MAT01749179;654-PT02E-14-18P;7300090;0;0;25.49
MAT01749195;2-963210-1 // 571-2-963210-1;7300090;0;0;2.54
MAT01749197;828904-1;7300090;0;0;0.17
MAT01749431;798-HR10A-7P-6SC73;7300090;0;0;14.15
MAT01749431;798-HR10A-7P-6SC73;7300090;10;0;12.54
MAT01749431;798-HR10A-7P-6SC73;7300090;100;0;10.93
MAT01749649;571-D38999/26WA35PN;7300090;0;0;38.94
MAT01749814;538-14-60-0058;7300090;0;0;0.98
MAT01749982;538-50-57-9011;7300090;0;0;0.49
MAT01750308;806-KPJX-CM-4S;7300090;0;0;4.86
MAT01750572;651-3190580;7300090;0;0;0.39
MAT01750579;IPD1-09-D-K;7300090;0;0;0.88
MAT01750584;8638PSS4005LF;7300090;0;0;3.46
MAT01750915;988-050-130L121;7300090;0;0;11.09
MAT01750923;5748676-3;7300090;0;0;6
MAT01750925;205205-2;7300090;0;0;0.83
MAT01750927;83421-9014;7300090;0;0;13.78
MAT01724504;656-SRCN6A25-24S;7300090;0;0;11.43
MAT01724504;656-SRCN6A25-24S;7300090;10;0;10.28
MAT01724504;656-SRCN6A25-24S;7300090;25;0;10
MAT01726044;538-50147-8000;7300090;0;0;0.23
MAT01727178;829-15326654-B;7300090;0;0;2.06
MAT01727662;571-1827589-2;7300090;0;0;0.29
MAT01727662;571-1827589-2;7300090;100;0;0.186
MAT01727662;571-1827589-2;7300090;500;0;0.163
MAT01727941;571-281838-6;7300090;0;0;0.39
MAT01730093;654-97-3106A-24-5P;7300090;0;0;52.96
MAT01730093;654-97-3106A-24-5P;7300090;10;0;0.103
MAT01730093;654-97-3106A-24-5P;7300090;100;0;0.071
MAT01732167;571-3-643817-3;7300090;0;0;0.34
MAT01732351;571-19656401;7300090;0;0;1.1
MAT01734712;571-1-967623-6;7300090;0;0;1.18
MAT01734771;571-969005-3;7300090;0;0;0.29
MAT01735156;534-941;7300090;0;0;1.68
MAT01737180;656-JN2AS04MK2R;7300090;0;0;12.03
MAT01738474;1060-16-0144;7300090;0;0;0.25
MAT01739242;656-JL05-6A20-29P-R;7300090;0;0;48.75
MAT01739804;PT05E14-19P;7300090;0;0;38.05
MAT01740764;798-RM15TPD10P71;7300090;0;0;17.83
MAT01741006;538-08-50-0030;7300090;0;0;0.03
MAT01741008;538-22-01-2075;7300090;0;0;0.23
MAT01743184;JL04V-8A24-10SE(G)-EB-R;7300090;0;0;147.47
MAT01743512;538-02-09-2103;7300090;0;0;0.11
MAT01744015;538-501330-1500;7300090;0;0;0.31
MAT01744985;1376347-1;7300090;0;0;0.12
MAT01744987;172765-4121;7300090;0;0;0.09
MAT01744989;640582-1;7300090;0;0;0.63
MAT01745305;571-520411;7300090;0;100;49.1
MAT01745305;571-520411;7300090;500;100;196
MAT01745305;571-520411;7300090;1000;100;387
MAT01745536;C016 20D003 110 12;7300090;0;0;9.96
MAT01745536;C016 20D003 110 12;7300090;10;0;9.54
MAT01745536;C016 20D003 110 12;7300090;25;0;8.66
MAT01745609;538-46999-0293;7300090;0;0;0.31
MAT01745677;293736-4;7300090;0;0;1.68
MAT01745826;39-00-0041;7300090;0;0;0.16
MAT01746605;571-3-829868-4;7300090;0;0;0.38
MAT01746605;571-3-829868-4;7300090;10;0;0.32
MAT01746605;571-3-829868-4;7300090;100;0;0.25
MAT01746970;167-EXP-0921/10/S;7300090;0;0;71.86
MAT01746970;167-EXP-0921/10/S;7300090;25;0;55.78
MAT01746970;167-EXP-0921/10/S;7300090;50;0;46.92
MAT01747242;1-1747276-3;7300090;0;0;0.99
MAT01747245;917512-2;7300090;0;0;0.29
MAT01747739;571-154717-6-CT;7300090;0;0;0.17
MAT01748095;104479-9;7300090;0;0;0.2
MAT01748365;2-178129-6;7300090;0;0;1.23
MAT01748365;2-178129-6;7300090;10;0;1.08
MAT01748365;2-178129-6;7300090;100;0;0.94
MAT01748537;651-3200030;7300090;0;100;16.2
MAT01748819;3005W5SXX99A30X;7300090;0;0;4.34
MAT01748896;538-51217-1205;7300090;0;0;0.23
MAT01748896;538-51217-1205;7300090;10;0;0.162
MAT01748896;538-51217-1205;7300090;100;0;0.133
MAT01749166;644-PNF14-10R-C Mouser;7300090;0;0;1.04
MAT01749166;644-PNF14-10R-C Mouser;7300090;10;0;0.97
MAT01750931;350547-1;7300090;0;0;0.13
MAT01750962;828905-1;7300090;0;0;0.06
MAT01751077;630-HLMP-S400;7300090;0;0;0.7
MAT01751109;2-480703-0;7300090;0;0;0.68
MAT01751109;2-480703-0;7300090;10;0;0.54
MAT01751109;2-480703-0;7300090;100;0;0.47
MAT01751142;RSCDEX-2;7300090;0;0;5.22
MAT01751596;538-63827-1000;7300090;0;0;360.16
MAT01751596;538-63827-1000;7300090;5;0;348.15
MAT01751833;202K121-25/86-0;7300090;0;0;12.62
MAT01751887;654-AIO-CSJM25;7300090;0;0;7.5
MAT01751951;AR-910672;7300090;0;0;5.94
MAT01752118;7211 976;7300090;0;0;0.3
MAT01752370;538-172708-0010;7300090;0;100;49.4
MAT01752373;538-201447-1300;7300090;0;1000;111
MAT01752682;UT0W71626SH;7300090;0;0;30.59
MAT01752705;649-82913608A;7300090;0;0;10.35
MAT01752705;649-82913608A;7300090;10;0;9.89
MAT01752705;649-82913608A;7300090;25;0;9
MAT01753022;736-EGG1B303CLL;7300090;0;0;20.69
MAT01753022;736-EGG1B303CLL;7300090;100;0;20
MAT01753029;617-19410005132;7300090;0;0;2.54
MAT01753034;65240-012LF;7300090;0;0;0.64
MAT01753254;656-JN1-22-22S;7300090;0;0;0.1
MAT01753266;649-SMS15RDH1;7300090;0;0;6.15
MAT01753686;MS3106A28-79P-RES;7300090;0;0;56.34
MAT01754101;538-202988-1141;7300090;0;0;0.14
MAT01754248;644-PNF14-6RN-M;7300090;0;0;0.45
MAT01754472;1028-015-1205;7300090;0;0;1.95
MAT01754658;202988-4241;7300090;0;0;0.1
MAT01754692;656-JL106A2018SEEB;7300090;0;0;154.31
MAT01754896;571-DT04-08PA-LE03;7300090;0;0;17.29
MAT01755788;538-105325-2003;7300090;0;0;0.08
MAT01755788;538-105325-2003;7300090;1000;0;0.072
MAT01755788;538-105325-2003;7300090;10000;0;0.058
MAT01756452;HDP26-18-20SN;7300090;0;0;12.69
MAT01756930;798-DF51K-4DS-2C800;7300090;0;0;0.14
MAT01756930;798-DF51K-4DS-2C800;7300090;1000;0;0.109
MAT01756930;798-DF51K-4DS-2C800;7300090;25000;0;0.094
MAT01757002;538-42815-0134;7300090;0;1000;562
MAT01757275;653-XG5S-0501;7300090;0;0;0.526
MAT01757275;653-XG5S-0501;7300090;10;0;0.417
MAT01757275;653-XG5S-0501;7300090;100;0;0.366
MAT01757437;64322-1219;7300090;0;0;0.262
MAT01757444;64319-3218;7300090;0;0;9.83
MAT01757631;576-0230.800MXP;7300090;0;0;1.07
MAT01757631;576-0230.800MXP;7300090;100;0;0.671
MAT01757631;576-0230.800MXP;7300090;1000;0;0.485
MAT01757911;538-172258-3106;7300090;0;0;0.19
MAT01757928;152-173112-0280;7300090;0;0;1.55
MAT01758024;B-155-07;7300090;0;0;2.88
MAT01758632;571-662624;7300090;0;0;11
MAT01758704;SS20W2F;7300090;0;1000;268
MAT01758849;571-2117661;7300090;100;0;11.46
MAT01758849;571-2117661;7300090;0;0;14.82
MAT01758849;571-2117661;7300090;10;0;13.14
MAT01758912;656-JL052A181PCF0RK;7300090;0;0;21.89
MAT01759014;649-UT002235SH6;7300090;0;0;24.89
MAT01759084;571-1011-349-1205;7300090;0;0;1.2
MAT01749166;644-PNF14-10R-C Mouser;7300090;100;0;0.94
MAT01749424;644-PNF10-8R-D;7300090;0;1000;630
MAT01749522;1-917809-3;7300090;0;0;2.94
MAT01749522;1-917809-3;7300090;10;0;2.48
MAT01749522;1-917809-3;7300090;100;0;2.36
MAT01749523;917803-2;7300090;10;0;1.34
MAT01749523;917803-2;7300090;100;0;1.18
MAT01749523;917803-2;7300090;0;0;1.59
MAT01750012;UTG11823P;7300090;0;0;7.96
MAT01750033;798-HT801/MDF97-22S;7300090;0;0;465.72
MAT01750195;HD36-24-29SE-059;7300090;0;0;23
MAT01750361;654-SS24W1F;7300090;0;0;0.24
MAT01750361;654-SS24W1F;7300090;100;0;0.23
MAT01750361;654-SS24W1F;7300090;500;0;0.189
MAT01750580;302A10019X;7300090;0;0;0.78
MAT01750913;937-SP-361010-A161;7300090;0;0;1.24
MAT01750930;1586315-3;7300090;0;0;0.14
MAT01751110;350536-7;7300090;0;0;0.18
MAT01751172;65239-013LF;7300090;0;0;1.33
MAT01751293;653-EESX951R3M;7300090;0;0;21.48
MAT01751308;MS3102E24-10P;7300090;0;0;19.09
MAT01751971;HY1-24V;7300090;0;0;3.96
MAT01752368;172767-0102;7300090;0;100;28.9
MAT01752369;538-172718-1111;7300090;0;1000;57
MAT01752633;538-105300-2300;7300090;0;0;0.1
MAT01753250;517-3357-6509-1C;7300090;0;0;3.79
MAT01753295;571-927774-3-CT;7300090;0;0;0.1
MAT01753336;MOS2CT52A151J;7300090;0;0;0.46
MAT01753336;MOS2CT52A151J;7300090;100;0;0.132
MAT01753336;MOS2CT52A151J;7300090;1000;0;0.064
MAT01753485;571-3-643815-4;7300090;0;0;0.28
MAT01753513;571-2-177648-3;7300090;10;0;0.828
MAT01753513;571-2-177648-3;7300090;100;0;0.722
MAT01753513;571-2-177648-3;7300090;0;0;1.01
MAT01753810;571-3-643814-3;7300090;0;0;0.24
MAT01754147;538-105325-1004;7300090;10;0;0.12
MAT01754147;538-105325-1004;7300090;100;0;0.09
MAT01754147;538-105325-1004;7300090;0;0;0.16
MAT01754642;538-505570-0401;7300090;0;0;0.29
MAT01754927;538-39-00-0213;7300090;0;0;0.12
MAT01755025;GDM21AJ-A0U-1KD;7300090;0;0;3.43
MAT01755036;PL282X-301-70;7300090;0;0;149.06
MAT01755795;571-1734205-1;7300090;100;0;0.65
MAT01755795;571-1734205-1;7300090;0;0;0.9
MAT01755795;571-1734205-1;7300090;10;0;0.75
MAT01756668;566-CM06EA14S61S;7300090;0;0;14.84
MAT01757003;571-927768-1-MR;7300090;0;1000;158
MAT01757039;538-200218-7400;7300090;0;0;339.26
MAT01757122;538-171692-0106;7300090;0;0;0.76
MAT01757190;538-22-01-3047;7300090;0;0;0.182
MAT01757384;1394026-1;7300090;0;0;7.16
MAT01757424;1355328-1;7300090;0;0;6.29
MAT01757435;64322-1019;7300090;0;0;0.113
MAT01757439;Siehe MAT01757407 // 964971-1;7300090;0;0;0.028
MAT01757760;983-T60006-L2030W358;7300090;0;0;3.82
MAT01757914;538-216945-3006;7300090;0;0;1.25
MAT01758023;1971781-1;7300090;0;100;8.6
MAT01758263;538-172264-4004;7300090;10;0;0.221
MAT01758263;538-172264-4004;7300090;100;0;0.177
MAT01725755;71-RS1A-700;7300090;0;0;1.17
MAT01725755;71-RS1A-700;7300090;10;0;1.14
MAT0172633;174-3300;7300090;0;0;5.23
MAT01727322;654-MS3106A20-18P;7300090;0;0;27.67
MAT01727660;571-1-1827864-4;7300090;0;0;0.62
MAT01727660;571-1-1827864-4;7300090;25;0;0.59
MAT01727660;571-1-1827864-4;7300090;50;0;0.529
MAT01727674;829-15305170;7300090;0;0;0.22
MAT01727745;39-00-0331;7300090;0;100;7.2
MAT01727745;39-00-0331;7300090;80;100;0.069
MAT01729484;654-97-3102A-24-5S;7300090;0;0;69.85
MAT01730040;Artikel abgekündigt;7300090;0;0;0.65
MAT01730040;Artikel abgekündigt;7300090;25;0;0.542
MAT01730089;571-174357-2;7300090;25;0;1.55
MAT01730089;571-174357-2;7300090;0;0;1.69
MAT01731819;571-1721701;7300090;0;0;1.31
MAT01731901;571-1903116-2;7300090;0;0;0.17
MAT01731901;571-1903116-2;7300090;100;0;0.144
MAT01732480;538-47271-0005;7300090;50;0;1.35
MAT01732480;538-47271-0005;7300090;0;0;1.44
MAT01732480;538-47271-0005;7300090;25;0;1.38
MAT01732646;538-47271-1008;7300090;0;0;0.46
MAT01732646;538-47271-1008;7300090;25;0;0.369
MAT01732646;538-47271-1008;7300090;50;0;0.349
MAT01736374;571-2-179958-4;7300090;0;0;1.46
MAT01737028;649-UT016JCS;7300090;0;0;28.66
MAT01737028;649-UT016JCS;7300090;2;0;19.32
MAT01737028;649-UT016JCS;7300090;5;0;18.62
MAT01737625;538-44300-2400;7300090;0;0;1.69
MAT01737625;538-44300-2400;7300090;25;0;1.41
MAT01737625;538-44300-2400;7300090;100;0;1.31
MAT01737775;656-JL042022CK12R;7300090;0;0;13.66
MAT01737775;656-JL042022CK12R;7300090;10;0;12.11
MAT01737775;656-JL042022CK12R;7300090;50;0;11.64
MAT01740991;39-01-2126;7300090;0;0;0.68
MAT01743070;NC3FD-LX;7300090;0;0;3.29
MAT01743186;JA06A-20-29S-J1-EB-R;7300090;0;0;68.78
MAT01743510;538-03-09-2061;7300090;0;0;0.35
MAT01745083;571-7947724 / 794772-4;7300090;0;0;0.37
MAT01745083;571-7947724 / 794772-4;7300090;10;0;0.307
MAT01745083;571-7947724 / 794772-4;7300090;100;0;0.269
MAT01745359;571-W6S-P012;7300090;0;0;0.33
MAT01745494;CMF55280R00FHEB;7300090;0;0;0.18
MAT01745879;571-1042574;7300090;0;0;0.53
MAT01745879;571-1042574;7300090;100;0;0.378
MAT01745879;571-1042574;7300090;1000;0;0.291
MAT01747240;1827540-1;7300090;0;0;1.58
MAT01747806;654-RT0L-20CPG-S6;7300090;0;0;13.41
MAT01748102;A10705MNZQ;7300090;0;0;4.56
MAT01748484;656-LY10C1A110000;7300090;0;0;0.1
MAT01748767;571-1025481;7300090;0;0;0.17
MAT01749089;798-HD-LN4-4005;7300090;0;0;3.37
MAT01749172;644-MP175-C Mouser;7300090;0;0;0.78
MAT01749380;571-2052052;7300090;0;0;1.37
MAT01749380;571-2052052;7300090;10;0;1.1
MAT01749380;571-2052052;7300090;100;0;0.945
MAT01749428;644-PNF10-14R-D;7300090;0;0;0.49
MAT01749444;571-2052103;7300090;0;0;2.56
MAT01749815;798-MDF97-5S-3.5C;7300090;0;0;0.22
MAT01749943;9-160481-1;7300090;0;0;0.47
MAT01750043;571-D38999/26WB99PN;7300090;0;0;36.79
MAT01750585;1970346;7300090;0;0;21.75
MAT01750608;571-1-350777-1;7300090;0;0;0.34
MAT01750608;571-1-350777-1;7300090;100;0;0.3
MAT01750608;571-1-350777-1;7300090;500;0;0.285
MAT01750660;770987-1;7300090;0;1000;84
MAT01750742;538-43030-0001-CT;7300090;0;100;6.1
MAT01750896;0431164181;7300090;0;0;3.29
MAT01750919;132C11029X;7300090;0;0;2.73
MAT01750928;538-8300-9502;7300090;0;0;1.02
MAT01750932;28A2029-0A0;7300090;0;0;1.65
MAT01750959;2-1703841-1;7300090;0;0;1.7
MAT01750968;566-VC1A-1-3-226/10M;7300090;0;0;33.93
MAT01751368;N/MS3108B10SL-3S;7300090;0;0;35.11
MAT01752128;649-82911467NA;7300090;100;0;2.81
MAT01752128;649-82911467NA;7300090;0;0;3.52
MAT01752128;649-82911467NA;7300090;10;0;2.96
MAT01752604;571-1-1318119-3;7300090;0;0;0.67
MAT01752604;571-1-1318119-3;7300090;10;0;0.518
MAT01752604;571-1-1318119-3;7300090;100;0;0.452
MAT01752696;476-59Z063-000Z;7300090;0;0;0.54
MAT01752696;476-59Z063-000Z;7300090;10;0;0.43
MAT01752696;476-59Z063-000Z;7300090;100;0;0.372
MAT01752697;476-59Z064-000Z;7300090;0;0;0.54
MAT01752697;476-59Z064-000Z;7300090;10;0;0.43
MAT01752697;476-59Z064-000Z;7300090;100;0;0.372
MAT01752700;798-HR259TP20S73;7300090;0;0;25.06
MAT01752701;798-HR25-9TP-20P(72);7300090;0;0;34.47
MAT01753419;47565-002LF;7300090;0;0;0.34
MAT01753457;1586022-4;7300090;0;0;0.23
MAT01753727;798-FI40B-20S-CV550;7300090;25;0;9.6
MAT01753727;798-FI40B-20S-CV550;7300090;0;0;10.84
MAT01753727;798-FI40B-20S-CV550;7300090;10;0;9.86
MAT01753740;651-1688201;7300090;0;0;3.86
MAT01754103;538-105307-2202;7300090;0;0;0.3
MAT01754498;PXF6051B;7300090;0;0;39.58
MAT01756207;490-PP-2155TL-M;7300090;0;0;2.37
MAT01756760;538-503149-0800;7300090;0;0;0.41
MAT01756760;538-503149-0800;7300090;100;0;0.296
MAT01756760;538-503149-0800;7300090;1000;0;0.248
MAT01757319;644-PNF14-14R-M;7300090;0;100;68.9
MAT01757319;644-PNF14-14R-M;7300090;500;100;336
MAT01757319;644-PNF14-14R-M;7300090;1000;100;620
MAT01757388;1718705-1;7300090;0;0;0.13
MAT01757405;1670866-1;7300090;0;0;0.844
MAT01757407;964971-1;7300090;0;0;0.028
MAT01757426;282403-1;7300090;0;0;0.075
MAT01757428;64319-1201;7300090;0;0;0.73
MAT01757476;167-PXMBNI08FIM05BSC;7300090;0;0;40.47
MAT01757476;167-PXMBNI08FIM05BSC;7300090;25;0;33.98
MAT01757476;167-PXMBNI08FIM05BSC;7300090;100;0;31.73
MAT01757482;09120009927;7300090;100;0;5.02
MAT01757482;09120009927;7300090;0;0;6.35
MAT01757482;09120009927;7300090;10;0;5.29
MAT01757707;798-DF62-22SCF;7300090;0;0;0.027
MAT01757730;710-64900513722DEC;7300090;50;0;0.073
MAT01725752;798-HR30-8P-12P71;7300090;0;0;8.08
MAT01726617;798-HR2212TJD20PC73;7300090;0;0;13.8
MAT01726744;581-TAP106K035SCS;7300090;0;0;1.24
MAT01727672;829-15430896;7300090;0;0;0.36
MAT01728906;654-MS3102E28-12P;7300090;0;0;18.92
MAT01731815;571-172330-1;7300090;0;0;0.48
MAT01731817;571-172342-1;7300090;0;0;0.89
MAT01732479;538-47271-0004;7300090;0;0;1.44
MAT01732479;538-47271-0004;7300090;25;0;1.38
MAT01732479;538-47271-0004;7300090;50;0;1.35
MAT01732649;538-47271-2016;7300090;0;0;0.14
MAT01732649;538-47271-2016;7300090;25;0;0.12
MAT01732649;538-47271-2016;7300090;50;0;0.109
MAT01733361;571-14807040-0;7300090;0;0;0.31
MAT01734769;571-965908-1-CT;7300090;0;0;21.5
MAT01736450;FLY 1,5 BRGN;7300090;0;0;0.59
MAT01738667;650-DR-25-1-0-SP;7300090;0;0;0.3
MAT01740268;HDAW-15-CV_HIROSE;7300090;0;0;9.03
MAT01741170;538-39-01-2066;7300090;0;0;0.44
MAT01741451;1534162-1;7300090;0;0;0.59
MAT01741814;175156-1;7300090;0;0;0.15
MAT01741834;538-29-11-00103;7300090;0;0;0.83
MAT01742746;M902-2244;7300090;0;0;4.09
MAT01742751;538-39-01-2065;7300090;0;0;0.53
MAT01742789;538-43030-0011;7300090;0;0;0.13
MAT01743067;NE8FDV-Y110-B;7300090;0;0;9.62
MAT01743121;538-43030-0012;7300090;0;0;0.17
MAT01743188;523-T3301002;7300090;0;0;8.08
MAT01743188;523-T3301002;7300090;10;0;7.73
